GovEntityID,Entity_Name,ParentEntityName,YEAR,Population,Tot_Rev,Police_Exp,Health_Exp,Housing_Exp,Tot_Exp,Tot_Exp2
769,Rush City,Chisago,2018,3094,2192409,353767,0,0,1210899,2705900
770,Rushford,Fillmore,2018,1770,2888758,300889,0,11567,1239515,3417762
771,Rushford Village,Fillmore,2018,841,513944,,,,388339,832239
772,Rushmore,Nobles,2018,338,393000,7280,0,0,295148,433095
773,Russell,Lyon,2018,329,258281,22504,0,0,217298,311234
774,Ruthton,Pipestone,2018,212,251455,9114,0,0,180367,317679
775,Rutledge,Pine,2018,223,86720,0,0,0,39770,59745
776,Sabin,Clay,2018,554,381344,,,,257271,409958
777,Sacred Heart,Renville,2018,504,2161548,101031,0,0,502680,4365481
813,Saint Anthony,Hennepin,2018,9067,12862800,3568561,0,160255,8799629,16415157
814,Saint Anthony [Stearns],Stearns,2018,90,22247,0,0,0,9207,9207
953,Saint Augusta,Stearns,2018,3563,2021146,0,0,105941,959245,1473612
815,Saint Bonifacius,Hennepin,2018,2328,1546748,248371,,,1151356,1593118
816,Saint Charles,Winona,2018,3838,2849112,584892,0,0,2019978,3472241
817,Saint Clair,Blue Earth,2018,832,705877,24905,0,0,415158,500498
818,Saint Cloud,Stearns,2018,68202,78138675,17661597,0,377406,56817552,113255596
819,Saint Francis,Anoka,2018,7872,5822802,1502729,0,0,4395671,5616663
820,Saint Hilaire,Pennington,2018,270,201505,0,0,0,167087,192336
821,Saint James,Watonwan,2018,4545,10385511,858749,0,0,3895620,12321525
822,Saint Joseph,Stearns,2018,7318,5982872,1111840,0,0,3322494,5775928
823,Saint Leo,Yellow Medicine,2018,92,68965,,,,32351,32351
824,Saint Louis Park,Hennepin,2018,48910,63535497,9947329,0,524069,53178460,71186099
825,Saint Martin,Stearns,2018,341,1206793,0,0,0,307199,2443431
826,Saint Mary's Point,Washington,2018,368,291689,23312,0,0,249337,349718
827,Saint Michael,Wright,2018,17835,11743307,840960,0,0,6078697,14791663
828,Saint Paul,Ramsey,2018,313010,488379637,107284872,2564227,26608154,412371437,576974242
829,Saint Paul Park,Washington,2018,5581,4312257,1297552,0,0,2931211,3727774
830,Saint Peter,Nicollet,2018,11967,10396835,2412139,0,178129,8123239,11022795
831,Saint Rosa,Stearns,2018,72,105704,,,,50300,97286
832,Saint Stephen,Stearns,2018,881,657226,22825,0,0,470106,487658
833,Saint Vincent,Kittson,2018,51,41517,,,,14433,14433
778,Sanborn,Redwood,2018,314,372364,10,0,0,395526,414048
779,Sandstone,Pine,2018,2685,2007652,132288,0,0,1011192,1883882
781,Sartell,Stearns,2018,18754,15214257,2656575,0,0,6738811,31560745
782,Sauk Centre,Stearns,2018,4554,7553234,944323,0,0,3725343,8279821
783,Sauk Rapids,Benton,2018,13954,11088893,2232183,0,143968,6086848,10332446
784,Savage,Scott,2018,31407,25088880,5671566,0,0,15172345,32763970
955,Scandia,Washington,2018,4129,2892797,136077,0,0,1544282,6818436
785,Scanlon,Carlton,2018,992,546328,120356,0,0,456394,511886
786,Seaforth,Redwood,2018,81,73421,0,0,0,49809,68865
787,Sebeka,Wadena,2018,692,1090581,163698,0,8510,619209,3484912
788,Sedan,Pope,2018,50,41168,0,0,0,27190,27190
789,Shafer,Chisago,2018,1087,799327,50590,,,528523,679868
790,Shakopee,Scott,2018,41506,38468597,8445355,0,173341,28911846,38006874
791,Shelly,Norman,2018,187,126233,0,0,67,151692,174481
792,Sherburn,Martin,2018,1053,1353737,203714,0,0,912340,1537681
793,Shevlin,Clearwater,2018,169,102217,0,0,0,86466,96645
794,Shoreview,Ramsey,2018,26480,23457022,2273686,0,692812,17401874,38444918
795,Shorewood,Hennepin,2018,7693,8904867,1240571,0,0,4591509,10163072
796,Silver Bay,Lake,2018,1823,3846878,553150,0,19919,2660940,3527723
797,Silver Lake,McLeod,2018,802,1121543,231670,0,0,920618,1147500
798,Skyline,Blue Earth,2018,279,80721,0,0,0,89528,89528
799,Slayton,Murray,2018,2100,2241540,532497,0,146,1802861,3671244
800,Sleepy Eye,Brown,2018,3464,4352633,686308,0,1201,4085744,6060908
801,Sobieski,Morrison,2018,189,104756,,,,79567,79567
802,Solway,Beltrami,2018,89,38846,,,,25595,25595
803,South Haven,Wright,2018,190,477961,14976,0,0,388094,410297
804,South Saint Paul,Dakota,2018,20878,28975411,5628331,0,562146,23029457,30276050
805,Spicer,Kandiyohi,2018,1217,2188173,43351,0,3801,967001,2406394
806,Spring Grove,Houston,2018,1291,1486539,219047,0,0,1229558,1964422
807,Spring Hill,Stearns,2018,90,35336,0,0,0,29842,29842
808,Spring Lake Park,Anoka,2018,6410,5863383,1727667,0,34942,4794715,6221811
809,Spring Park,Hennepin,2018,1694,1301305,444248,0,88807,1255210,1620390
810,Spring Valley,Fillmore,2018,2505,2833044,311139,0,6000,2177387,5960415
811,Springfield,Brown,2018,2051,3334489,503916,0,0,2559588,4011665
812,Squaw Lake,Itasca,2018,102,96044,,,,66486,73401
834,Stacy,Chisago,2018,1524,900182,60164,0,0,544503,1370182
835,Staples,Todd,2018,2972,3384959,787102,0,0,2355328,3357809
836,Starbuck,Pope,2018,1290,1616439,458027,,,1084929,1841960
837,Steen,Rock,2018,182,98541,6839,,,73922,113186
838,Stephen,Marshall,2018,668,822978,,23274,250000,975236,1106948
839,Stewart,McLeod,2018,544,852932,114362,0,0,532347,1456560
840,Stewartville,Olmsted,2018,6237,5725070,537079,48732,0,3260264,6101742
841,Stillwater,Washington,2018,19915,24394138,3423099,0,0,15425550,27580972
842,Stockton,Winona,2018,721,357281,0,0,0,200361,210190
843,Storden,Cottonwood,2018,203,295350,0,0,0,205330,294380
844,Strandquist,Marshall,2018,77,46141,0,0,0,40943,40943
845,Strathcona,Roseau,2018,35,20081,0,0,0,16081,16081
846,Sturgeon Lake,Pine,2018,427,355901,0,0,0,220625,222125
847,Sunburg,Kandiyohi,2018,98,258053,,,28374,158955,291973
848,Sunfish Lake,Dakota,2018,516,622699,102368,,,426117,590467
849,Swanville,Morrison,2018,348,270207,0,0,0,201416,304904
850,Taconite,Itasca,2018,635,346222,0,0,0,419656,419656
851,Tamarack,Aitkin,2018,79,76297,,,,83548,88567
852,Taopi,Mower,2018,52,22531,,,,10293,10293
853,Taunton,Lyon,2018,127,114833,,,,74857,74857
854,Taylors Falls,Chisago,2018,1024,996685,120676,,17603,663926,1113658
856,Tenstrike,Beltrami,2018,211,59918,0,0,0,31673,31673
857,Thief River Falls,Pennington,2018,8940,11119494,2247599,0,336447,9728156,18572581
859,Tintah,Traverse,2018,58,111295,0,0,0,73445,88055
860,Tonka Bay,Hennepin,2018,1550,1553663,472653,0,0,1424163,1970136
861,Tower,Saint Louis,2018,491,2293866,114319,0,0,1800729,3484616
862,Tracy,Lyon,2018,2123,3155361,365930,0,0,2154075,3242691
863,Trail,Polk,2018,44,19569,,,,21094,23995
864,Trimont,Martin,2018,709,838444,123503,0,0,658777,721888
865,Trommald,Crow Wing,2018,104,56322,0,0,0,71044,71044
866,Trosky,Pipestone,2018,68,50133,3252,,,38333,43083
867,Truman,Martin,2018,1058,2561645,138868,0,0,959002,1259122
868,Turtle River,Beltrami,2018,80,36735,,,,42440,42440
869,Twin Lakes,Freeborn,2018,145,67294,0,0,0,50201,50201
870,Twin Valley,Norman,2018,797,642020,147161,0,0,506204,573945
871,Two Harbors,Lake,2018,3638,5256346,1075040,0,0,4275071,6642076
872,Tyler,Lincoln,2018,1119,963535,185751,0,0,833976,948999
873,Ulen,Clay,2018,554,497494,879,,,315877,420092
874,Underwood,Otter Tail,2018,360,246747,,,125,167051,184451
875,Upsala,Morrison,2018,429,446947,0,0,0,331881,558124
876,Urbank,Otter Tail,2018,54,50225,,,,46448,46448
877,Utica,Winona,2018,270,126591,,,,78786,108075
878,Vadnais Heights,Ramsey,2018,13198,7684867,1241717,0,0,6063711,7569659
879,Vergas,Otter Tail,2018,363,363098,0,0,0,254033,343641
880,Vermillion,Dakota,2018,439,224050,,,,115834,115834
881,Verndale,Wadena,2018,581,788763,119789,0,0,385507,834498
882,Vernon Center,Blue Earth,2018,303,371198,53153,0,0,306707,306707
883,Vesta,Redwood,2018,297,410319,0,0,108082,353214,455537
884,Victoria,Carver,2018,9918,9003204,497748,0,0,4809746,11155439
885,Viking,Marshall,2018,99,108585,0,0,0,104685,114616
886,Villard,Pope,2018,254,284632,0,0,0,181572,181572
887,Vining,Otter Tail,2018,69,76377,0,0,0,50409,56985
888,Virginia,Saint Louis,2018,8439,18576863,3411341,0,0,16292135,25767794
889,Wabasha,Wabasha,2018,2515,3617868,773715,0,0,2885747,3793122
890,Wabasso,Redwood,2018,693,1001460,32760,0,0,719942,1320193
891,Waconia,Carver,2018,13124,12473668,894427,0,142630,7854593,18051739
892,Wadena,Wadena,2018,4150,4067856,940683,0,83280,3719027,4505352
893,Wahkon,Mille Lacs,2018,221,306475,,,,331780,331780
894,Waite Park,Stearns,2018,7777,10747842,2846652,0,0,7755224,13898043
895,Waldorf,Waseca,2018,225,236901,0,0,0,160110,176150
896,Walker,Cass,2018,926,2694411,276244,0,0,1413300,2296241
897,Walnut Grove,Redwood,2018,818,785472,52528,0,0,446757,563095
898,Walters,Faribault,2018,65,101044,0,0,0,79003,93283
899,Waltham,Mower,2018,155,87544,,,,41957,69117
900,Wanamingo,Goodhue,2018,1097,1763926,104898,,25261,738710,1649183
901,Wanda,Redwood,2018,84,100924,,,,71045,81045
902,Warba,Itasca,2018,183,371081,0,0,0,340787,355637
903,Warren,Marshall,2018,1596,2674565,53045,0,28361,1341656,3936897
904,Warroad,Roseau,2018,1838,5342471,577350,,31196,3430511,6266303
905,Waseca,Waseca,2018,9027,15906864,2295696,0,45956,7546041,18473405
906,Watertown,Carver,2018,4654,3577927,251900,0,0,2175239,5505978
907,Waterville,Le Sueur,2018,1894,1954561,447375,0,0,1497787,2230576
908,Watkins,Meeker,2018,956,1488256,95441,,,889869,1398593
909,Watson,Chippewa,2018,192,171766,,,,130713,171255
910,Waubun,Mahnomen,2018,407,208710,26507,0,0,197474,199504
911,Waverly,Wright,2018,1528,2838472,157680,0,0,1041179,2892558
912,Wayzata,Hennepin,2018,4719,11417708,1838494,0,2341981,8392404,10288853
913,Welcome,Martin,2018,647,1215254,165043,0,0,616842,1343237
914,Wells,Faribault,2018,2243,3826201,514591,0,92418,2765518,5694030
915,Wendell,Grant,2018,162,206866,4952,,27986,174556,174556
916,West Concord,Dodge,2018,776,1142335,120457,,,715775,1026618
917,West Saint Paul,Dakota,2018,21053,20782704,5278551,0,0,15942490,26078156
918,West Union,Todd,2018,104,32270,,,,15172,111355
919,Westbrook,Cottonwood,2018,710,842900,123052,0,0,647898,936073
920,Westport,Pope,2018,54,24695,0,0,0,15431,15431
921,Whalan,Fillmore,2018,65,42033,0,0,0,59996,59996
922,Wheaton,Traverse,2018,1366,1739092,347123,0,0,1331728,1570734
923,White Bear Lake,Ramsey,2018,25458,17545672,4995982,0,198426,13557978,25614691
924,Wilder,Jackson,2018,56,53878,,,,38945,46157
925,Willernie,Washington,2018,542,390361,30786,0,0,287778,331482
926,Williams,Lake of The Woods,2018,177,153729,0,0,0,170888,186949
927,Willmar,Kandiyohi,2018,20096,28731053,4656692,0,0,14851775,28569017
928,Willow River,Pine,2018,395,391449,,,,541812,613704
929,Wilmont,Nobles,2018,341,431969,7280,0,0,230270,402034
930,Wilton,Beltrami,2018,244,45677,0,0,0,37253,41074
931,Windom,Cottonwood,2018,4539,5975484,1087671,0,0,5068672,6593331
932,Winger,Polk,2018,215,159739,,,,132652,141031
933,Winnebago,Faribault,2018,1333,1743705,313196,0,0,1364474,2012056
934,Winona,Winona,2018,27207,22973461,5319806,0,4616,20525015,26816359
935,Winsted,McLeod,2018,2289,3005907,422003,0,0,1704792,3157979
936,Winthrop,Sibley,2018,1412,1839460,295963,0,0,1503517,1906957
937,Winton,Saint Louis,2018,164,157244,0,0,0,80064,143630
938,Wolf Lake,Becker,2018,60,192503,,,,121255,129791
939,Wolverton,Wilkin,2018,131,127564,2612,,,109702,109702
940,Wood Lake,Yellow Medicine,2018,417,410697,0,0,0,275737,380725
941,Woodbury,Washington,2018,70840,72800750,11395591,0,490965,41262557,80151753
942,Woodland,Hennepin,2018,467,437235,117409,,,362445,469108
943,Woodstock,Pipestone,2018,104,132934,0,0,0,50470,121686
944,Worthington,Nobles,2018,13510,11389540,4081907,0,22748,8751884,14379221
945,Wrenshall,Carlton,2018,418,258805,,,,197344,208505
946,Wright,Carlton,2018,126,87032,,,,84469,84469
947,Wykoff,Fillmore,2018,442,480096,24000,,,252588,736456
948,Wyoming,Chisago,2018,8037,6050403,1733688,0,0,3905858,7403089
949,Zemple,Itasca,2018,89,25484,2000,0,0,17889,17889
950,Zimmerman,Sherburne,2018,5734,3217787,675349,0,0,2030315,2463856
951,Zumbro Falls,Wabasha,2018,204,398062,0,0,41112,386982,386982
952,Zumbrota,Goodhue,2018,3463,3487892,552287,0,0,2315098,3330080
